RVOL,Target%,Stop%,MaxHold,Trades,WinRate,AvgWin,AvgLoss,FinalEquity,PnL%,Interval
3.5,0.01,-0.005,30,7,14.285714285714285,0.36511383151411564,-0.5696858673555797,96981.06800715714,-3.0189319928428593,5m
3.0,0.01,-0.005,30,9,22.22222222222222,0.41835440629039167,-0.5667506856837001,96903.35287870547,-3.0966471212945326,5m
3.0,0.008,-0.005,45,9,22.22222222222222,0.5183593073742958,-0.5980255569980754,96883.07929160346,-3.1169207083965444,5m
3.5,0.008,-0.007,45,7,14.285714285714285,0.8118866007449125,-0.6740011067714997,96801.82484672415,-3.19817515327585,5m
3.5,0.01,-0.003,45,7,0.0,0.0,-0.4677961950975802,96768.73580766407,-3.2312641923359338,5m
2.5,0.01,-0.003,45,10,20.0,0.242810789999436,-0.4779641201669355,96705.25393246618,-3.294746067533823,5m
3.5,0.01,-0.007,30,7,14.285714285714285,0.36511383151411564,-0.6375137569047284,96584.28184068123,-3.415718159318771,5m
3.0,0.01,-0.003,45,9,11.11111111111111,0.22483201400367914,-0.4779641201669355,96453.7127136939,-3.546287286306106,5m
3.5,0.01,-0.005,45,7,0.0,0.0,-0.5225204614168828,96396.84473969374,-3.6031552603062593,5m
2.5,0.01,-0.005,45,10,20.0,0.242810789999436,-0.5258478531963252,96333.60683112586,-3.666393168874143,5m
3.0,0.01,-0.005,45,9,11.11111111111111,0.22483201400367914,-0.5258478531963252,96083.03230817436,-3.9169676918256444,5m
3.5,0.01,-0.007,45,7,0.0,0.0,-0.5806586524590104,96002.44885119089,-3.997551148809114,5m
